"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes"
"822.0523","008080151","Monograph","Language material ; Text","Volume","GB9873402","9780393900873 ; 9780713642537","Dekker, Thomas","approximately 1572-1632","person","","Kinney, Arthur F. (Arthur Frederick), 1933- [person] ; Rowley, William, approximately 1585-approximately 1642 [person] ; Dekker, Thomas, approximately 1572-1632 [person] ; Ford, John, 1586-approximately 1640 [person]","The witch of Edmonton","","New mermaids","","England","London","A. & C. Black","1998","","xlii, 115 pages, illustrations, facsimile, maps, 20 cm","YC.1999.a.4950","Edmonton (London, England)--Drama ; Witchcraft--England--London--History--17th century--Drama","Drama","English",""
"822.0523","008765378","Monograph","Language material ; Text","Volume","GBA004001","9780719052477","Rowley, William","approximately 1585-approximately 1642","person","","Corbin, Peter [person] ; Dekker, Thomas, approximately 1572-1632 [person] ; Rowley, William, approximately 1585-approximately 1642 [person] ; Ford, John, 1586-approximately 1640 [person] ; Sedge, Douglas [person]","The witch of Edmonton","","Revels student editions","","England","Manchester","Manchester University Press","1999","","vii, 149 pages, facsimile, 20 cm","YK.2001.a.3950","Witchcraft--England--History--17th century--Drama ; Edmonton (London, England)--Social conditions--17th century--Drama","","English","Based on the Revels Plays Companion Library edition of Three Jacobean witchcraft plays / edited by Peter Corbin and Douglas Sedge. Manchester University Press, 1986"
"822.3","006341988","Monographic component part","Language material ; Text","Volume","","9780773488021","Jones, Louise Conley","","person","","Jones, Louise Conley [person]","A textual analysis of Marlowe's Doctor Faustus with director's book : stage action as metaphor","","Studies in Renaissance literature","volume 12 [Studies in Renaissance literature]","Wales","Lampeter ; Lewiston, New York","Edwin Mellen","1996","","172 pages, illustrations, plans, 24 cm","8491.435800","Marlowe, Christopher, 1564-1593--Criticism, Textual ; Magicians in literature ; Theater--Production and direction ; Faust, -approximately 1540--In literature ; Metaphor ; English drama ; Marlowe, Christopher, 1564-1593--Dramatic production","","English",""
"822.3","007013662","Monograph","Language material ; Text","Volume","GB7330911","9780050027653 ; 9780050027660","Marlowe, Christopher","1564-1593","person","","Marlowe, Christopher, 1564-1593 [person] ; Walker, Keith [person]","Doctor Faustus","","The Fountainwell drama texts","26 [The Fountainwell drama texts]","Scotland","Edinburgh","Oliver & Boyd","1973","","7, 119 pages, 22 cm","4028.030000","Faust, -approximately 1540--Drama ; Drama in English, 1558-1625--Texts ; Magicians--Drama ; Germany--Drama","","English",""
"822.3","007240496","Monograph","Language material ; Text","Volume","GB9537048","9780486282084","Marlowe, Christopher","1564-1593","person","","Marlowe, Christopher, 1564-1593 [person]","Dr. Faustus","Doctor Faustus ; The chief Elizabethan dramatists excluding Shakespeare","Dover thrift editions","","England ; United States of America","London ; New York","Constable ; Dover","1994","","56 pages, 21 cm","YK.1995.a.6955","Faust, -approximately 1540--Drama ; English drama ; Magicians--Drama ; Germany--Drama","","English","Originally published in: The chief Elizabethan dramatists excluding Shakespeare, edited by William Allan Neilson. Boston: Houghton Mifflin Company; Cambridge: The Riverside Press, 1911"
"822.3","007414430","Monograph","Language material ; Text","Volume","GB9326449","9780815310907","Middleton, Thomas","-1627","person","","Esche, Edward J., 1953- [person] ; Middleton, Thomas, -1627 [person]","A critical edition of Thomas Middleton's The witch","Witch","The Renaissance imagination","","England ; United States of America","London ; New York","Garland","1993","","xii, 307 pages, facsimiles, 24 cm","YC.1993.b.6144","Witchcraft--Drama ; English drama","","English","Revision of Edward J. Esche's thesis ; bibliography: p291-307. - Includes index"
"822.3","007684520","Monograph","Language material ; Text","Volume","GB7223104","9780197256763","Alexander, Nigel","","person","","Alexander, Nigel [person]","The performance of Christopher Marlowe's 'Dr Faustus'","","Chatterton lecture on an English poet","","England","London","Oxford University Press","1972","","2, 19, 2 pages, illustrations, 25 cm","72/9596 (p)","Magicians in literature ; Faust, -approximately 1540--In literature ; Drama in English--Marlowe, Christopher--Doctor Faustus--Critical studies ; Tragedy ; Marlowe, Christopher, 1564-1593--Dramatic production","","English","'From the 'Proceedings' of the British Academy, volume LVII...'"
"822.3","008079976","Monograph","Language material ; Text","Volume","GB9464269","9780393900736 ; 9780713639452","Middleton, Thomas","-1627","person","","Middleton, Thomas, -1627 [person] ; Schafer, Elizabeth [person]","The witch","","The New mermaids","","England","London","A. & C. Black","1994","","xxxii, 95 pages, facsimiles, music, portraits, 20 cm","YK.1996.a.8837","Witchcraft--Drama ; English drama","","English",""
"822.3","008436142","Monograph","Language material ; Text","Volume","","9780708113851","Marlowe, Christopher","1564-1593","person","","Marlowe, Christopher, 1564-1593 [person] ; Hope, A. D. (Alec Derwent), 1907-2000 [person]","The tragical history of Doctor Faustus","","","","Australia","Canberra ; Miami, Florida","Australian National University","1982","","","82/18956","Faust, -approximately 1540--Drama ; Magicians--Drama ; Germany--Drama","","English",""
"822.3","008952802","Monograph","Language material ; Text","Volume","","9780824097523","Heywood, Thomas","approximately 1574-1641","person","","Heywood, Thomas, approximately 1574-1641 [person] ; Barber, Laird H., 1930- [person] ; Brome, Richard, -approximately 1652, author [person]","An edition of The late Lancashire witches","Late Lancashire witches","Renaissance drama","","United States of America","New York","Garland","1979","","vi, 243 pages, 21 cm","80/22237","Lancashire (England)--History--Drama ; Witchcraft--England--Lancashire--Drama","","English","Includes index ; Originally presented as the editor's thesis, University of Michigan, 1962"
"822.3","009114753","Monograph","Language material ; Text","Volume","","9780877549154","","","","","Bloom, Harold [person]","Christopher Marlowe's Doctor Faustus","Doctor Faustus: spine title","Modern critical interpretations","","United States of America","New York","Chelsea House","1988","","","88/17436","Magicians in literature ; Faust, -approximately 1540--In literature ; Tragedy ; English literature--History and criticism ; Marlowe, Christopher, 1564-1593","","English",""
"822.3","011368218","Monograph","Language material ; Text","Volume","GB9647566","9780773488021","Jones, Louise Conley","","person","","Jones, Louise Conley [person]","A textual analysis of Marlowe's Doctor Faustus with director's book : stage action as metaphor","","Studies in Renaissance literature","volume 12 [Studies in Renaissance literature]","Wales","Lampeter ; Lewiston, New York","Edwin Mellen","1996","","172 pages, illustrations, plans, 24 cm","YC.1996.b.4936","Marlowe, Christopher, 1564-1593--Criticism, Textual ; Magicians in literature ; Theater--Production and direction ; Faust, -approximately 1540--In literature ; Metaphor ; English drama ; Marlowe, Christopher, 1564-1593--Dramatic production","","English",""
"822.3","011942494","Monograph","Language material ; Text","Volume","GB9537021","9780192827371","Marlowe, Christopher","1564-1593","person","","Marlowe, Christopher, 1564-1593 [person] ; Rasmussen, Eric, 1960- [person] ; Bevington, David M. [person]","Tamburlaine, Parts I and II : Doctor Faustus, A- and B- texts ; The Jew of Malta ; Edward II","Doctor Faustus and other plays ; Plays. Selections","The world's classics","","England","Oxford","Clarendon","1995","","xxxv, 503 pages, 20 cm","YK.1996.a.5556","Timur, 1336-1405--Drama ; Faust, -approximately 1540, Drama ; English drama ; Magicians--Drama ; Germany--Drama","","English","Cover title: Doctor Faustus and other plays"
"822.3","012045645","Monograph","Language material ; Text","Volume","GBA359241","9781854596642","Heywood, Thomas","approximately 1574-1641","person","","Heywood, Thomas, approximately 1574-1641 [person] ; Brome, Richard, -approximately 1652 [person] ; Egan, Gabriel [person]","The witches of Lancashire","","Globe quartos","","England","London","Nick Hern","2002","","xii, 167 pages, facsimile, 21 cm","YK.2003.a.23121","Witchcraft--Drama","Drama","English","First printed: London, 1634 ; Published in association with Globe Education"
"822.3","012597442","Monograph","Language material ; Text","Volume","GB9529998","9780192827371 ; 9780198121596","Marlowe, Christopher","1564-1593","person","","Marlowe, Christopher, 1564-1593 [person] ; Rasmussen, Eric, 1960- [person] ; Bevington, David M. [person]","Tamburlaine, Parts I and II : Doctor Faustus, A- and B- texts ; The Jew of Malta ; Edward II","Doctor Faustus and other plays ; Doctor Faustus, A- and B- texts ; Edward II ; Plays. Selections ; The Jew of Malta","Oxford drama library","","England","Oxford","Clarendon","1995","","xxxv, 503 pages, 20 cm","YC.1995.a.2231","Timur, 1336-1405--Drama ; Faust, -approximately 1540, Drama ; Edward--II, King of England, 1284-1327--Drama ; Historical drama, English ; English drama ; Magicians--Drama ; Germany--Drama ; Faust, -approximately 1540--Drama ; Jews--Malta--Drama","","English","Spine title: Doctor Faustus and other plays"
"822.3","013207910","Monograph","Language material ; Text","Volume","GBA8C9858","9780393977547","Marlowe, Christopher","1564-1593","person","","Marlowe, Christopher, 1564-1593 [person] ; Kastan, David Scott [person]","Doctor Faustus : a two-text edition (A-text, 1604; B-text, 1616), contexts and sources, criticism","","","","England ; United States of America","London ; New York","W.W. Norton","2005","","xviii, 430 pages, illustrations, 22 cm","YC.2008.a.11104","Faust, -approximately 1540--Drama ; Devil--Drama ; Magicians--Drama ; Germany--Drama","Drama","English","'A Norton critical edition'"
"822.3","013875196","Monograph","Language material ; Text","Volume","","","Marlowe, Christopher","1564-1593","person","","Marlowe, Christopher, 1564-1593 [person] ; Jump, John Davies, editor [person]","Doctor Faustus","","A University paperback text, UP250 ; The Revels plays","","England","London","Methuen","1968","","lxiii, 144 pages, facsimile, 21 cm","X20/1250","Faust, -approximately 1540--Drama ; Magicians--Drama ; Germany--Drama","","English",""
"822.3","014704600","Monograph","Language material ; Text","Volume","GBB077682","9781551115146","Marlowe, Christopher","1564-1593","person","","Marlowe, Christopher, 1564-1593 [person] ; Keefer, Michael H. [person]","The tragical history of Doctor Faustus : a critical edition of the 1604 version","Doctor Faustus","","","Canada","Orchard Park, New York ; Peterborough, Ontario","Broadview","2008","","440 pages, 24 cm","YC.2010.a.8648","Faust, -approximately 1540--Drama ; Magicians--Germany--Drama ; Devil--Drama ; Marlowe, Christopher, 1564-1593","Drama","English","'With a full critical edition of the revised and censored 1616 text and selected source and contextual materials.'"
